,Unnamed: 0,image1,image2,image3,image4,image5,loc_dirty,Is there junk?,Is there a lot of trash?,Is there a lot of garbage?,Is there a lot of waste?,Is there a lot of rubbish?,Is there any type of junk?,Is there any metal on the ground?,Is there water?,Is there grass?,Is there sand?,Are there buildings?,Are there structures?,Are there walls?,Is the ground sand?,Are there stones?,Are there houses?,Are there trees?,The left image has a lot more trash than the right image_nlvr_class1,The left image has a lot more trash than the right image_nlvr_class2,The left image has a lot more trash than the right image_nlvr_class3,The left image has a lot more trash than the right image_nlvr_class4,The left image has a lot more trash than the right image_nlvr_class5,The left image has a lot more waste than the right image_nlvr_class1,The left image has a lot more waste than the right image_nlvr_class2,The left image has a lot more waste than the right image_nlvr_class3,The left image has a lot more waste than the right image_nlvr_class4,The left image has a lot more waste than the right image_nlvr_class5,The left image shows a lot more garbage than the right image_nlvr_class1,The left image shows a lot more garbage than the right image_nlvr_class2,The left image shows a lot more garbage than the right image_nlvr_class3,The left image shows a lot more garbage than the right image_nlvr_class4,The left image shows a lot more garbage than the right image_nlvr_class5
11,2241,1643022079397.jpg,1643022109337.jpg,1643022134522.jpg,1643022159416.jpg,1643022184135.jpg,1,0.2,0.2,0.2,0.2,0.2,0.0,0.0,1.0,0.0,0.2,0.4,0.2,0.4,0.2,0.6,0.4,0.0,2.535905667813495,2.661658210447058,2.50118445744738,2.485574731603265,2.565081481821835,2.700587552273646,2.731771555962041,2.7786361122271046,2.708392049302347,2.7949538021348417,2.303110024309717,2.3830714700743556,2.3472881644265726,2.151419881847687,2.273371630348265
12,2242,1643022504013.jpg,1643022516941.jpg,1643022532373.jpg,1643022542593.jpg,1643022557413.jpg,2,0.0,0.4,0.2,0.4,0.6,0.0,0.0,0.4,0.8,0.0,0.4,0.0,0.4,0.0,0.6,0.2,0.0,2.4147677570581436,2.663745254278183,2.352060541510582,2.319002643227577,2.432376280426979,0.6716485428623855,0.6919359937310219,0.7694919025525451,0.7005245788022876,0.8535766620188951,1.1389913018792868,1.2576702162623405,1.2282433547079563,0.9200811609625816,1.0971681587398052
13,2243,1643022690405.jpg,1643022710672.jpg,1643022729020.jpg,1643022741795.jpg,1643022770047.jpg,1,0.0,0.2,0.2,0.2,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.6,0.4,0.4,0.0,0.0,3.2480409890413284,3.439371019601822,3.1757509261369705,3.172810673713684,3.1615019738674164,3.5805489867925644,3.618253454566002,3.6702055037021637,3.5913547426462173,3.5830920934677124,3.7363137155771255,3.8344725221395493,3.775548994541168,3.490040361881256,3.4814960807561874
14,2244,1643023134531.jpg,1643023145064.jpg,1643023155860.jpg,1643023165488.jpg,1643023184618.jpg,1,0.4,0.6,0.4,0.4,0.6,0.2,0.4,0.0,0.4,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.2,2.459483653306961,2.7273323833942413,2.3950493335723877,2.3591544330120087,2.3423085808753967,2.653296619653702,2.6926435977220535,2.796534612774849,2.7024557143449783,2.609647259116173,2.548950105905533,2.6569928526878357,2.6143768653273582,2.289852473884821,2.2121938169002533
15,2245,1643023386343.jpg,1643023406013.jpg,1643023423927.jpg,1643023434309.jpg,1643023473230.jpg,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.4,0.0,0.4,0.4,0.6,0.4,0.0,2.1330272760242224,2.2897450923919678,2.095811003819108,2.0741788409650326,2.070710266008973,2.464831594377756,2.5066652595996857,2.6250325813889503,2.5209009628742933,2.386384004727006,1.9473720639944077,2.08344192430377,2.0368480291217566,1.6695978250354528,1.6794072343036532
16,2246,1643024074815.jpg,1643024098277.jpg,1643024130770.jpg,1643024144372.jpg,1643024158584.jpg,2,0.2,0.2,0.2,0.2,0.4,0.0,0.4,0.6,0.0,0.2,0.2,0.2,0.8,0.2,0.8,0.0,0.2,2.9956041276454926,3.2172728031873703,2.9173095524311066,2.912238836288452,2.822463795542717,3.0460157487541437,3.07407265342772,3.135540032759309,3.0697843823581934,3.000167101621628,1.5764241106808186,1.7613871097564697,1.7036271542310715,1.2016012482345104,1.2045835852622986
17,2247,1643024570510.jpg,1643024599596.jpg,1643024617118.jpg,1643024631335.jpg,1643024650539.jpg,1,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.4,0.2,0.0,1.5671174954622984,1.6646987050771713,1.5539454352110624,1.5299055008217692,1.551556583493948,2.4315532436594367,2.4572692909277976,2.5218253936618567,2.4612765819765627,2.3382968101650476,1.3505265493877232,1.4239061386324465,1.4138618586584926,1.2223042626865208,1.2836599219590425
18,2248,1643024924117.jpg,1643024942021.jpg,1643024957231.jpg,1643024976498.jpg,1643025001938.jpg,2,0.8,0.6,0.6,0.8,0.8,0.8,0.8,0.6,0.2,0.0,0.2,0.0,0.8,0.0,0.2,0.4,0.0,3.352622240781784,3.5800862312316895,3.259743720293045,3.2664141207933426,3.12379914522171,3.82367479801178,3.8718008995056152,3.9452906250953674,3.844826638698578,3.7820480465888977,3.1377428472042084,3.287628762423992,3.2167953327298164,2.7974465787410736,2.772314265370369
19,2249,1643026038497.jpg,1643026054295.jpg,1643026067814.jpg,1643026092550.jpg,1643026101099.jpg,2,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.0,0.2,0.4,0.2,0.8,0.4,0.2,0.6,0.0,2.0784056149423122,2.2697883173823357,2.040769413113594,1.9977213479578495,2.2954085171222687,1.3935160413384438,1.4204726330935955,1.4655585438013077,1.3956846073269844,1.6542087532579899,1.9281198885291815,2.074670746922493,2.001609679311514,1.6329343300312757,1.81808203458786
20,2250,1643098968563.jpg,1643098985383.jpg,1643098998854.jpg,1643099036286.jpg,1643099051050.jpg,2,0.4,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.6,0.2,0.6,0.0,0.6,0.0,0.4,0.6,0.2,1.7718146443367004,1.8965584598481655,1.7292469665408134,1.7226696144789457,1.5891786329448223,1.7529799561016262,1.7889924016781151,1.9132074173539877,1.8084868886508048,1.6136944936588407,1.9028097793925554,1.9651838417630643,1.9367598032113165,1.7304387900512666,1.648066327907145
21,2251,1643098746235.jpg,1643098782932.jpg,1643098799792.jpg,1643098815908.jpg,1643098830140.jpg,1,0.4,0.8,0.6,0.6,0.6,0.4,0.4,0.2,0.4,0.2,0.2,0.2,0.4,0.2,0.6,0.4,0.0,2.0882657915353775,2.1886529587209225,2.06571551784873,2.0495582558214664,2.063481282442808,1.9965551462955773,2.0049322699196637,2.0330182067118585,2.0069986055605114,1.9979122364893556,2.4626544701168314,2.5514749126741663,2.4975376438815147,2.237131086993031,2.1995373386889696
22,2252,1643099891927.jpg,1643099923783.jpg,1643099935259.jpg,1643099966787.jpg,1643099980244.jpg,1,0.0,0.2,0.2,0.6,0.6,0.0,0.2,0.2,0.0,0.6,0.4,0.2,0.0,0.6,0.4,0.4,0.2,2.094105266034603,2.251835498958826,2.0515973679721355,2.0394623409956694,1.8832052759826183,2.7439733780920506,2.762568596750498,2.800090966746211,2.7644760478287935,2.655898815020919,2.4498044974170625,2.5468936315737665,2.4969518473371863,2.194452925818041,2.100525644607842
23,2253,1643100365928.jpg,1643100379710.jpg,1643100390003.jpg,1643100400250.jpg,1643100412336.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.8,0.6,0.4,0.2,0.6,0.8,0.2,2.6771620586514473,2.8502660878002644,2.6296140141785145,2.6062900871038437,2.708009071648121,2.8179998248815536,2.8587271496653557,2.9173219576478004,2.825558513402939,2.9231597259640694,2.3718610778450966,2.537415884435177,2.470833495259285,2.0801397264003754,2.2422636076807976
24,2254,1643100567064.jpg,1643100576968.jpg,1643100596440.jpg,1643100605275.jpg,1643100665344.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.6,0.6,0.2,0.6,0.6,0.8,0.6,0.0,2.134536899626255,2.345370203256607,2.0873268395662308,2.048064786940813,2.22753369808197,1.8567314241081476,1.8877826891839504,1.9636955074965954,1.8827676735818386,1.9529240429401398,0.9941455675289035,1.091301009990275,1.066962331533432,0.8199038086459041,0.9687478765845299
25,2255,1643102322201.jpg,1643102234670.jpg,1643102244352.jpg,1643102253216.jpg,1643102264983.jpg,1,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.4,0.4,0.2,0.0,0.0,0.4,0.6,0.2,0.0,0.6472127707675099,0.7507731029763818,0.638949547894299,0.608476450201124,0.6447681803256273,0.15864515607245266,0.16166233643889427,0.1951290334109217,0.17328988038934767,0.17211211612448096,0.10760964290238917,0.127301026834175,0.13270992785692215,0.07860370236448944,0.13663797080516815
26,2256,1643102571351.jpg,1643102582737.jpg,1643102591622.jpg,1643102612024.jpg,1643102630594.jpg,5,0.4,0.6,0.4,0.6,0.6,0.4,0.0,0.4,0.2,0.0,0.0,0.0,0.4,0.2,0.2,0.2,0.2,3.175140358507633,3.30139272287488,3.1386635303497314,3.1249299608170986,3.127558559179306,3.063024607487023,3.0812994046136737,3.127320356667042,3.07332855835557,3.065804122015834,2.8203965919092298,2.9272703221067786,2.8807933162897825,2.630451785866171,2.739660800434649
27,2257,1643102983935.jpg,1643103004194.jpg,1643103017906.jpg,1643103036770.jpg,1643103068709.jpg,1,0.4,0.6,0.4,0.6,0.6,0.2,0.2,0.4,0.2,0.0,0.8,0.4,0.4,0.0,0.6,0.8,0.0,4.928698658943176,4.949416816234589,4.907177448272705,4.9198848605155945,4.852594196796417,4.922333538532257,4.928997039794922,4.932837724685669,4.922319531440735,4.889478802680969,4.896903812885284,4.9186975955963135,4.895939290523529,4.818539917469025,4.754573881626129
28,2258,1643103534232.jpg,1643103547447.jpg,1643103560763.jpg,1643103576940.jpg,1643103597778.jpg,2,0.2,0.2,0.2,0.2,0.6,0.2,0.0,0.4,0.0,0.8,0.2,0.0,0.8,0.8,0.2,0.2,0.0,0.8076076731085777,0.9327790178358555,0.8170170150697231,0.7581253759562969,0.9776077121496201,1.613606221973896,1.6495769880712032,1.748893428593874,1.643322393298149,1.672742947936058,1.312380937859416,1.471617091447115,1.421485803090036,1.022767567075789,1.1430395347997546
29,2259,1643103881038.jpg,1643103963021.jpg,1643103913319.jpg,1643103931019.jpg,1643103944917.jpg,2,0.6,0.8,0.6,0.8,0.8,0.4,0.2,0.0,0.0,0.0,0.6,0.0,0.6,0.2,0.0,0.4,0.6,0.8676965744234622,1.0030697104521096,0.8446841831319034,0.8180844429880381,0.79877367336303,1.5792447838466614,1.5972688514739275,1.6253744086716324,1.5854942307341844,1.5918626454658806,0.9062271390575916,0.9754437345545739,0.9559834464453161,0.7331754686310887,0.679455173201859
30,2260,1643104512273.jpg,1643104531907.jpg,1643104551428.jpg,1643104573459.jpg,1643104584782.jpg,2,0.8,0.6,0.2,1.0,0.8,0.8,0.4,0.2,0.0,0.2,0.4,0.0,0.8,0.0,0.2,0.2,0.0,2.505344983190298,2.639410749077797,2.465122289955616,2.4532867055386305,2.429589405655861,2.229423724114895,2.2569942511618137,2.362995147705078,2.2755781784653664,2.1925503499805927,2.255634756758809,2.3812073469161987,2.3331902138888836,1.980117803439498,1.9650394134223461
31,2261,1643105040938.jpg,1643105055917.jpg,1643105067602.jpg,1643105081862.jpg,1643105112762.jpg,1,0.0,0.2,0.2,0.4,0.2,0.2,0.2,0.6,0.2,0.6,0.4,0.0,0.8,0.4,0.6,0.6,0.0,2.3391939848661423,2.4954255670309067,2.310401365160942,2.275563560426235,2.3928010761737823,2.3269310407340527,2.3679546862840652,2.4527246057987213,2.346848726272583,2.399963177740574,1.8721934761852026,1.9516454264521599,1.9165096506476402,1.6905211880803108,1.776590634137392
32,2262,1643105506063.jpg,1643105518594.jpg,1643105537703.jpg,1643105549017.jpg,1643105571844.jpg,1,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.0,0.4,0.2,0.0,0.6,0.6,0.8,0.2,0.0,1.5512474039569497,1.65858880802989,1.5332717429846525,1.5060554621741176,1.6498203799128532,1.5883514657616615,1.6140757058747113,1.6832517115399241,1.6125193210318685,1.6819356214255095,1.293297859840095,1.41016760841012,1.3643038356676698,1.069478988647461,1.217193616554141
33,2263,1643106632654.jpg,1643106643079.jpg,1643106684639.jpg,1643106705611.jpg,1643106730056.jpg,1,0.2,0.2,0.0,0.2,0.0,0.2,0.4,0.4,0.2,0.2,0.6,0.2,1.0,0.4,1.0,0.6,0.4,3.2091263607144356,3.3345135003328323,3.1699273623526096,3.1600737627595663,3.1281510405242443,4.157953262329102,4.177528828382492,4.237735599279404,4.186477959156036,4.096317321062088,2.892383746802807,3.0912623181939125,2.988103751093149,2.3977648578584194,2.2969980873167515
34,2264,1643026795239.jpg,1643026811397.jpg,1643026822270.jpg,1643026832867.jpg,1643026847917.jpg,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.8,0.2,0.4,0.4,0.6,1.0,0.0,0.2239061752334237,0.2672185581177473,0.242624644190073,0.20664799772202969,0.32277657836675644,0.24490122310817242,0.2488682046532631,0.31141223199665546,0.2769496850669384,0.2976779043674469,0.28353848308324814,0.33819842524826527,0.34545745700597763,0.19749862793833017,0.25402732379734516
35,2265,1643027620563.jpg,1643027633932.jpg,1643027649926.jpg,1643027662322.jpg,1643027684577.jpg,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.4,0.4,1.0,0.8,0.6,0.6,0.0,0.15714359190315008,0.1870011449791491,0.1759451567195356,0.14404547540470958,0.24812501668930054,0.1811277656815946,0.1824416439048946,0.23321223817765713,0.20487732999026775,0.19772570114582777,0.09776257770135999,0.11550405889283866,0.12528799718711525,0.07300089614000171,0.13790965219959617
36,2266,1643090347074.jpg,1643090369603.jpg,1643090384486.jpg,1643090395964.jpg,1643090406879.jpg,1,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.6,0.6,0.6,0.0,0.0,2.963402308523655,3.1292781308293343,2.9073420986533165,2.899469193071127,2.797128587961197,3.9785318970680237,4.006833761930466,4.095504850149155,4.018772065639496,3.825185611844063,3.3986044228076935,3.503510743379593,3.4625468850135803,3.161244921386242,3.0795584470033646
37,2267,1643090836999.jpg,1643090852028.jpg,1643090864232.jpg,1643090872093.jpg,1643090895207.jpg,1,0.6,0.4,0.4,0.4,0.8,0.6,0.4,0.6,0.0,0.2,0.4,0.0,0.4,0.0,0.4,0.4,0.0,2.4348292499780655,2.657998636364937,2.378569096326828,2.3495786786079407,2.3889256417751312,2.78143410384655,2.8338874727487564,2.9424058347940445,2.8213465958833694,2.785446912050247,3.0157161206007004,3.1487573236227036,3.0899550169706345,2.7002026736736298,2.631470561027527
38,2268,1643091924483.jpg,1643091934146.jpg,1643091950001.jpg,1643091968456.jpg,1643092005124.jpg,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.0,0.2,0.2,0.0,0.6,0.4,0.6,0.2,0.0,0.8132149623706937,0.901522671803832,0.804935316555202,0.77765451092273,0.8742993799969554,1.152658648788929,1.1802394548431039,1.277268753387034,1.196120398119092,1.1971753183752298,0.9935799061786383,1.0383751392364502,1.0290068159811199,0.890128513565287,0.9129023561254144
39,2269,1643092500797.jpg,1643092541750.jpg,1643092556919.jpg,1643092589963.jpg,1643092598176.jpg,1,0.4,0.8,0.6,0.6,0.8,0.2,0.2,0.0,0.4,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,2.7345694825053215,2.853110149502754,2.6891007721424103,2.688211787492037,2.554352268576622,2.9183168010786176,2.9318082379177213,2.97893666382879,2.940621057525277,2.8183444160968065,3.0290717482566833,3.101593591272831,3.0763477757573128,2.84543277323246,2.749323733150959
40,2270,1643093144729.jpg,1643093170369.jpg,1643093198005.jpg,1643093208837.jpg,1643093218775.jpg,5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.1686352882534266,2.330429496243596,2.126907104626298,2.108606431633234,1.9729593563824892,2.391432754462585,2.4213138930499554,2.510066737420857,2.434690311551094,2.271509245969355,2.2476251856423914,2.3543712995015085,2.31346883950755,1.9929395739454776,1.8764928337186575
41,2271,1643093696535.jpg,1643093714645.jpg,1643093724117.jpg,1643093738375.jpg,1643093749506.jpg,1,0.2,0.4,0.4,0.4,0.6,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.2,1.0,0.2,0.2,0.0,0.8309880252927542,0.9572069887071848,0.8307822234928608,0.7833430487662554,0.9439401514828205,1.374410676304251,1.403278037905693,1.4818412093445659,1.4088637479580939,1.398381126113236,1.0854601729661226,1.2097415204625577,1.168873079586774,0.8351841820403934,0.8750204211100936
42,2272,1643094038306.jpg,1643094105042.jpg,1643094115851.jpg,1643094125424.jpg,1643094138961.jpg,1,0.4,0.0,0.0,0.0,0.2,0.4,0.2,0.4,0.0,0.6,0.0,0.0,1.0,0.8,0.8,0.0,0.0,1.8490774631500244,2.007731057703495,1.826576642692089,1.7887174375355244,1.8860388845205307,2.9264381527900696,2.9800251722335815,3.086270809173584,2.959674149751663,2.9592025578022003,2.2649275809526443,2.439723666757345,2.369812350720167,1.9073976278305054,1.9348789602518082
43,2273,1643097392902.jpg,1643097407222.jpg,1643097460678.jpg,1643097471881.jpg,1643097494110.jpg,1,0.2,0.4,0.4,0.2,0.4,0.4,0.0,0.2,0.0,0.6,0.2,0.0,0.2,0.6,0.4,0.2,0.2,1.1734491996467113,1.2370556835085154,1.1732603199779987,1.148941271007061,1.1857340037822723,1.115924219135195,1.1284788022749126,1.1950904135592282,1.1472161780111492,1.0958974529057741,1.2318885659333318,1.288552190642804,1.2833980615250766,1.124654832528904,1.1371008036658168
44,2274,1643095007165.jpg,1643095032315.jpg,1643095057019.jpg,1643095156322.jpg,1643095180126.jpg,1,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.4,0.0,0.4,0.2,0.0,0.4,0.6,0.4,0.2,0.2,1.9503634721040726,2.1435393020510674,1.9260343983769417,1.8775544501841068,1.9941277280449867,2.2872645407915115,2.312913253903389,2.39140185713768,2.3179616890847683,2.2469231262803078,1.7409616652876139,1.823113244958222,1.7846929365769029,1.5400286316871643,1.5526841823011637
45,2275,1643096984821.jpg,1643096993341.jpg,1643097013047.jpg,1643097029391.jpg,1643097060579.jpg,1,0.2,0.2,0.4,0.2,0.4,0.2,0.2,0.2,0.4,0.6,0.4,0.2,0.6,0.6,0.4,0.4,0.0,0.7564561478793621,0.8750934740528464,0.7529181931167841,0.7113889772444963,0.814652755856514,1.248680074699223,1.27046117791906,1.3366452613845468,1.2761352499946952,1.2751927487552166,0.8050896562635899,0.9076279415749013,0.8813986154273152,0.6060094642452896,0.6435066368430853
46,2276,1643095737001.jpg,1643095768259.jpg,1643095970682.jpg,1643095801179.jpg,1643095821088.jpg,1,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.4,0.4,0.4,0.8,0.4,0.4,0.6,0.0,0.45043694600462914,0.5454903542995453,0.4682328775525093,0.41492925584316254,0.5261965915560722,0.8944332422688603,0.9113540789112449,0.9924689186736941,0.9334616083651781,0.8346217330545187,0.4423092515207827,0.5224221162497997,0.5152319176122546,0.3089143424294889,0.3560395622625947
47,2277,1642922604359.jpg,1642922632752.jpg,1642922647397.jpg,1642922660744.jpg,1642922698556.jpg,1,0.2,0.4,0.0,0.2,0.8,0.2,0.4,0.2,0.0,0.4,0.2,0.0,0.2,0.4,0.4,0.2,0.0,1.6625169876497239,1.789218865102157,1.6346548688597977,1.6089986744336784,1.7523971805348992,1.6484530137386173,1.6692778570577502,1.6923876160290092,1.645149570191279,1.6967817679978907,1.4416840446647257,1.5204339595511556,1.4930518423207104,1.2907284554094076,1.370242541655898
48,2278,1642922922212.jpg,1642922936444.jpg,1642922950944.jpg,1642922971493.jpg,1642922992599.jpg,5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.2,0.4,0.8,0.6,0.2,0.6,0.6,0.4,0.0,2.327388090547174,2.416036607697606,2.304792164824903,2.2925763446837664,2.3291404396295547,2.1747487450484186,2.195698883966543,2.246965497266501,2.2005067605059594,2.1523436959832907,1.5332219422562048,1.619111858541146,1.5842141404282302,1.3135464348597452,1.2245925581082702
49,2279,1642923193439.jpg,1642923208933.jpg,1642923224224.jpg,1642923262006.jpg,1642923275385.jpg,6,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.4,0.6,0.2,0.0,0.0,2.307601636275649,2.4614315293729305,2.2664003539830446,2.2477979827672243,2.2899370789527893,2.54280287027359,2.579862095415592,2.6822189167141914,2.586488738656044,2.5082213282585144,1.7117970800027251,1.7950161509215832,1.7652808222919703,1.5377037413418293,1.6014397107064724
