,image1,image2,image3,image4,image5,loc_dirty,Is there trash?,Is there garbage?,Is there waste?,Is there junk?,Is there residue?,Is there rubbish?,Is there a lot of trash?,Is there a lot of garbage?,Is there a lot of waste?,Is there a lot of junk?,Is there a lot of residue?,Is there a lot of rubbish?,Is there any type of trash?,Is there any type of garbage?,Is there any type of waste?,Is there any type of junk?,Is there any type of residue?,Is there any type of rubbish?,Are there any bottles on the ground?,Are there any bags on the ground?,Is there any plastic on the ground?,Is there any paper on the ground?,Are thre any leaves on the ground?,Are there plants on the ground?,Are there any branches on the ground?,Is there any metal on the ground?,Are there any packages on the ground?,Is there any stuff on the ground?,Are there any times on the ground?,Are there any objects on the ground?,Is there anything in the water?,Are there small items on the ground?,Is there a lot of water?,Is there water?,Is there grass?,Is there sand?,Are there buildings?,Are there structures?,Are there bricks?,Are there walls?,Is the ground empty?,Is the ground sand?,Are there stones?,Is there concrete,Is the ground clean?,Are there shadows on the ground?,Are there dark and light areas on the ground?,Are there houses?,Does the ground have different colors?,Are there people?,Are there clothes?,Is there laundry?,Are there animals?,Are there birds?,Are there trees?,nlvr_class1,nlvr_class2,nlvr_class3,nlvr_class4,nlvr_class5
14,1640586605583.jpg,1640586611241.jpg,1640586617030.jpg,1640586628155.jpg,1640586649057.jpg,5,0.8,0.8,1.0,0.4,1.0,0.8,0.8,0.4,0.8,0.2,1.0,0.6,0.8,0.8,1.0,0.4,1.0,0.8,0.4,0.0,0.6,1.0,0.6,1.0,1.0,0.6,0.0,1.0,0.0,1.0,0.2,1.0,0.8,0.2,0.4,0.6,0.8,0.6,0.6,0.8,0.8,0.6,0.2,0.6,1.0,0.0,0.0,0.8,0.2,1.0,1.0,1.0,0.8,0.8,0.2,3.1096042841672897,2.992686875164509,2.902232613414526,2.7427445463836193,3.307490885257721
15,1640587037861.jpg,1640587043939.jpg,1640587048695.jpg,1640587052709.jpg,1640587062089.jpg,0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.6,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.4,0.8,0.8,0.6,0.6,0.8,0.8,0.8,1.0,0.6,1.0,0.6,1.0,0.8,0.2,0.6,0.4,0.6,0.2,0.2,0.4,1.0,0.2,0.2,0.2,1.0,0.4,0.0,0.6,0.8,1.0,0.4,0.6,0.6,0.0,0.8,2.3904283489100635,2.3026084273587912,2.268352914834395,2.216071395203471,2.57935182005167
16,1640587588681.jpg,1640587595782.jpg,1640587603888.jpg,1640587614125.jpg,1640587621863.jpg,0,0.2,0.2,0.2,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.6,0.2,0.2,0.0,0.2,0.2,0.0,0.4,0.0,0.2,0.2,1.0,0.4,1.0,0.0,1.0,0.8,0.8,0.8,0.4,0.4,0.4,0.6,0.2,0.6,0.4,0.0,0.2,0.6,1.0,0.2,0.8,0.2,0.8,0.6,0.8,0.4,0.6,0.2,2.9694172143936157,2.8958815410733223,2.8291935324668884,2.740373108536005,3.3582343459129333
17,1640588007444.jpg,1640588020313.jpg,1640588065850.jpg,1640588117825.jpg,1640588164107.jpg,1,0.8,0.8,0.6,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.4,0.2,0.4,0.2,0.0,0.0,0.8,0.2,1.0,0.0,0.8,1.0,1.0,1.0,0.0,0.4,0.4,1.0,0.2,0.2,0.0,0.8,0.0,0.8,0.4,0.2,0.4,1.0,1.0,1.0,1.0,0.2,0.4,0.4,0.1277416340308264,0.12400494969915599,0.12673181621357799,0.17428911104798317,0.6833461206406355
18,1640588698733.jpg,1640588703602.jpg,1640588717509.jpg,1640588763703.jpg,1640588781744.jpg,1,0.2,0.4,0.4,0.0,1.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.2,0.6,0.2,0.2,0.6,0.4,0.2,1.0,0.6,1.0,0.2,1.0,1.0,0.8,1.0,0.0,0.8,0.4,0.6,0.2,0.6,0.0,0.8,0.2,0.8,0.2,0.0,0.8,0.6,0.8,0.8,1.0,0.6,0.2,0.4,1.8994600827572867,1.8523562137270346,1.811907957890071,1.7590430844575167,1.9781867638230324
19,1640589145256.jpg,1640589154655.jpg,1640589172049.jpg,1640589178620.jpg,1640589212833.jpg,1,1.0,1.0,1.0,0.2,1.0,1.0,0.8,0.4,0.8,0.2,1.0,0.8,1.0,0.8,1.0,0.2,1.0,0.8,0.8,0.0,1.0,1.0,1.0,0.4,0.6,0.8,0.2,1.0,0.8,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.4,0.4,0.8,0.4,0.8,0.0,0.6,0.2,1.0,0.2,0.2,0.6,0.2,1.0,1.0,1.0,0.4,0.4,0.2,3.9338589906692505,3.817187264561653,3.753719687461853,3.683278262615204,4.105224609375
20,1640589468887.jpg,1640589473876.jpg,1640589535150.jpg,1640589545973.jpg,1640589566380.jpg,1,0.8,0.8,1.0,0.0,0.8,1.0,0.4,0.2,0.4,0.0,0.8,0.4,0.8,0.8,0.8,0.0,0.8,0.4,0.4,0.0,0.8,1.0,0.6,1.0,0.8,0.2,0.2,1.0,0.2,1.0,0.2,1.0,1.0,0.6,0.2,0.2,0.4,0.4,0.8,0.4,1.0,0.2,0.4,0.2,1.0,0.6,0.0,0.4,0.8,0.8,0.4,0.8,0.6,0.4,0.2,0.6280461675487459,0.5642996579408646,0.5346896671690047,0.5465719113126397,0.9952468723058701
21,1640590229307.jpg,1640590234308.jpg,1640590257329.jpg,1640590266555.jpg,1640590285802.jpg,1,1.0,1.0,1.0,0.8,1.0,0.8,0.4,0.4,0.6,0.4,1.0,0.8,0.8,1.0,1.0,0.8,1.0,0.8,0.6,0.0,1.0,1.0,0.2,0.0,0.6,0.6,0.2,1.0,0.6,1.0,0.2,1.0,0.8,0.8,1.0,0.4,0.4,0.4,1.0,0.4,0.8,0.2,0.4,0.0,1.0,0.4,0.2,0.8,0.6,1.0,1.0,0.8,0.4,0.6,0.6,4.39314141869545,4.288441985845566,4.238119810819626,4.137350171804428,4.40334352850914
22,1640590776758.jpg,1640590796798.jpg,1640590808536.jpg,1640590830689.jpg,1640590838389.jpg,1,0.6,0.6,0.4,0.0,1.0,1.0,0.2,0.2,0.2,0.0,0.6,0.4,0.6,0.6,0.2,0.0,0.6,0.4,0.4,0.2,0.4,0.6,0.2,0.4,0.6,0.0,0.2,1.0,0.8,1.0,0.6,1.0,0.8,0.4,0.8,0.2,0.6,0.0,0.6,0.2,0.4,0.2,0.4,0.2,0.6,0.8,0.0,0.8,0.6,0.8,0.8,0.8,0.4,0.0,0.2,1.0233594346791506,1.0119204150978476,1.0061845076270401,0.9936074852012098,1.149227824062109
23,1640591787356.jpg,1640591792416.jpg,1640591798100.jpg,1640591802276.jpg,1640591806622.jpg,2,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.2,0.4,0.6,0.6,0.0,0.0,1.0,0.0,0.6,0.0,1.0,1.0,0.8,0.0,0.8,0.6,0.4,0.8,0.2,0.6,0.8,1.0,1.0,0.8,0.8,0.0,0.8,0.0,1.0,1.0,1.0,0.6,0.6,0.2,1.5045859923120588,1.3923738966695964,1.3179242494516075,1.226777539588511,1.8343685567378998
24,1640592164523.jpg,1640592173441.jpg,1640592186341.jpg,1640592191451.jpg,1640592200979.jpg,6,0.8,0.8,1.0,0.4,1.0,0.8,0.4,0.2,0.4,0.2,1.0,0.4,0.6,0.6,1.0,0.6,1.0,0.6,0.4,0.0,0.8,0.4,0.8,0.6,0.8,0.4,0.4,1.0,0.4,1.0,0.0,1.0,1.0,0.6,0.8,0.0,0.8,0.0,0.4,0.4,0.8,0.0,0.6,0.4,1.0,0.4,0.0,0.8,0.6,1.0,1.0,0.8,1.0,0.8,0.0,1.5190672343596816,1.4446749575436115,1.4132434451021254,1.4164020475000143,1.9704205319285393
25,1640592586793.jpg,1640592592457.jpg,1640592598595.jpg,1640592602896.jpg,1640592607481.jpg,6,0.2,0.2,0.6,0.2,1.0,0.6,0.2,0.2,0.2,0.2,0.6,0.2,0.2,0.2,0.2,0.2,0.8,0.2,0.0,0.0,0.2,0.4,0.2,0.6,0.6,0.0,0.0,1.0,0.2,1.0,0.0,1.0,1.0,1.0,1.0,0.2,0.8,0.6,0.8,0.6,0.8,0.0,0.6,0.4,1.0,0.6,0.0,0.8,0.6,1.0,0.6,0.8,0.6,0.6,0.4,2.4253737330436707,2.3675880283117294,2.346801497042179,2.3423684909939766,2.965962588787079
26,1640593119272.jpg,1640593124279.jpg,1640593130992.jpg,1640593135000.jpg,1640593141748.jpg,4,0.6,0.6,0.8,0.6,0.8,0.6,0.4,0.4,0.4,0.4,0.8,0.4,0.6,0.6,0.8,0.6,0.8,0.6,0.2,0.0,0.4,0.8,0.2,1.0,0.8,0.2,0.2,0.8,0.2,0.8,0.0,0.8,0.8,0.6,0.0,0.4,0.8,0.4,0.6,0.8,1.0,0.4,0.6,0.2,0.8,0.4,0.0,0.6,0.4,1.0,1.0,0.8,0.6,0.4,0.6,1.0957280127331614,1.032514967955649,1.0004849433898926,0.9656487442553043,1.4290097430348396
27,1640593505549.jpg,1640593512251.jpg,1640593528160.jpg,1640593540910.jpg,1640593561590.jpg,1,0.4,0.4,0.4,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.2,0.0,0.4,0.2,0.2,0.0,0.8,0.4,0.4,0.0,0.8,1.0,0.8,0.8,0.2,0.2,0.4,0.6,0.4,0.4,0.4,0.8,0.0,0.2,0.6,0.6,0.8,0.8,0.8,0.8,1.0,0.8,0.4,0.2,0.046809336345177144,0.04518443415872753,0.04780525551177561,0.07050204370170832,0.3792352080345154
28,1640593874606.jpg,1640593904016.jpg,1640594041776.jpg,1640594050329.jpg,1640594059470.jpg,0,0.6,0.6,0.6,0.2,1.0,0.8,0.0,0.0,0.4,0.2,0.8,0.2,0.6,0.6,0.6,0.4,0.8,0.8,0.4,0.8,0.6,0.6,0.2,0.4,0.4,0.6,0.6,1.0,0.8,1.0,0.2,1.0,1.0,0.8,1.0,0.2,0.4,0.2,0.6,0.4,0.2,0.0,0.6,0.0,0.8,0.0,0.0,0.6,0.8,1.0,0.8,0.6,0.6,0.4,0.2,1.277153846109286,1.08216146111954,0.9805064669344574,0.7909325188957155,1.3031977340579033
29,1640594782505.jpg,1640594790830.jpg,1640594799818.jpg,1640594812301.jpg,1640594828474.jpg,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.8,0.6,1.0,0.8,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2,0.8,0.0,0.8,1.0,1.0,0.2,0.0,0.4,1.0,0.6,0.0,1.0,0.0,1.0,0.8,0.4,0.4,0.2,0.8,4.981222093105316,4.96905916929245,4.9517117738723755,4.873236358165741,4.906011164188385
30,1640595315246.jpg,1640595324123.jpg,1640595330508.jpg,1640595341248.jpg,1640595350085.jpg,0,0.4,0.4,0.6,0.0,0.8,0.2,0.0,0.0,0.2,0.0,0.6,0.0,0.4,0.4,0.4,0.0,1.0,0.0,0.4,0.2,0.6,0.4,0.2,0.4,1.0,0.6,0.0,1.0,0.2,0.8,0.0,0.8,1.0,1.0,1.0,0.4,0.4,0.2,0.8,0.2,0.0,0.2,0.4,0.0,1.0,0.0,0.0,0.8,1.0,1.0,0.8,0.8,1.0,0.6,0.4,0.05252973805181682,0.04483614210039377,0.04620142304338515,0.057018439285457134,0.2903256695717573
31,1640595674406.jpg,1640595679709.jpg,1640595693336.jpg,1640595700043.jpg,1640595705505.jpg,1,0.8,0.4,0.8,0.2,0.8,0.6,0.2,0.2,0.2,0.2,0.8,0.4,0.4,0.2,0.4,0.2,0.8,0.4,0.2,0.0,0.4,0.2,0.4,0.4,0.8,0.2,0.0,1.0,0.4,0.8,0.4,0.8,1.0,1.0,1.0,0.2,0.4,0.4,0.4,0.2,0.4,0.0,0.4,0.2,1.0,0.0,0.0,0.6,0.6,1.0,1.0,1.0,0.8,0.4,0.0,1.4456535584758967,1.2628520803991705,1.177047667093575,1.056053787469864,1.7677587531507015
32,1640596903861.jpg,1640596915915.jpg,1640596925471.jpg,1640596934507.jpg,1640596941515.jpg,0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.8,0.0,0.2,0.2,0.6,1.0,1.0,1.0,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.6,0.2,0.8,0.4,0.8,0.4,0.8,1.0,1.0,1.0,0.6,0.6,0.4,0.016007981030270457,0.017187921330332756,0.01978662866167724,0.04123600944876671,0.2851969748735428
33,1640598027174.jpg,1640598033464.jpg,1640598038916.jpg,1640598046694.jpg,1640598052157.jpg,2,0.6,0.4,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.4,0.6,0.0,0.8,0.2,0.0,0.0,0.8,0.6,0.0,0.6,0.4,1.0,0.2,1.0,0.2,0.8,0.2,1.0,1.0,0.6,0.2,0.0,0.6,0.2,1.0,0.6,0.0,0.0,0.6,0.0,0.8,0.2,0.2,0.8,0.8,1.0,1.0,1.0,0.4,0.6,0.2,0.6726674252422526,0.5897242845967412,0.5468180032912642,0.511756494641304,0.9200722631067038
34,1640599124027.jpg,1640599129772.jpg,1640599141433.jpg,1640599149870.jpg,1640599171608.jpg,5,1.0,1.0,1.0,0.2,1.0,1.0,0.8,0.8,0.6,0.0,1.0,0.8,1.0,1.0,1.0,0.2,1.0,0.6,0.2,0.0,0.8,1.0,0.2,0.4,0.6,0.4,0.0,1.0,0.2,1.0,0.8,0.8,0.8,0.0,0.2,0.2,0.6,0.2,0.8,1.0,0.8,0.2,0.6,0.4,1.0,0.0,0.6,0.8,0.2,1.0,1.0,0.6,0.8,0.2,0.2,0.614464103244245,0.5736359690781683,0.5545107412617654,0.6249579270370305,1.4661302119493484
35,1640599459158.jpg,1640599467840.jpg,1640599483810.jpg,1640599492624.jpg,1640599500653.jpg,1,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.2,0.4,0.0,1.0,0.6,1.0,1.0,1.0,0.0,1.0,0.6,0.2,0.0,0.6,0.4,0.0,0.4,0.6,0.4,0.0,1.0,0.2,0.8,1.0,0.8,1.0,0.0,0.2,0.0,0.2,0.2,0.8,0.6,0.8,0.2,0.4,0.4,1.0,0.4,0.4,0.2,0.0,1.0,1.0,0.8,0.6,0.4,0.0,0.8541432993952185,0.7615154166705906,0.7124203173443675,0.6755398148670793,1.2355494238436222
36,1640602816992.jpg,1640602822918.jpg,1640602827981.jpg,1640602832982.jpg,1640602837938.jpg,2,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.0,0.2,0.0,0.0,1.0,0.0,0.4,0.0,0.0,1.0,0.4,0.0,1.0,0.8,0.6,1.0,1.0,1.0,1.0,0.8,0.8,0.2,0.8,0.2,0.8,0.2,1.0,1.0,1.0,1.0,1.0,0.2,0.8967801295220852,0.6915552522987127,0.6153520997613668,0.46103273890912533,0.9531586207449436
37,1640604146200.jpg,1640604151269.jpg,1640604156045.jpg,1640604160223.jpg,1640604165853.jpg,2,0.4,0.4,0.6,0.2,0.8,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.2,0.2,0.8,0.2,0.2,0.0,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4,1.0,1.0,0.0,0.2,0.8,0.4,1.0,1.0,1.0,0.2,0.6,1.0,1.0,0.8,0.0,0.8,0.4,1.0,1.0,1.0,0.2,0.4,0.2,0.46288223937153816,0.4191450756043196,0.40913049411028624,0.4728935146704316,1.3238057643175125
38,1640604624395.jpg,1640604629677.jpg,1640604635476.jpg,1640604641055.jpg,1640604663458.jpg,2,0.2,0.2,0.4,0.2,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.6,0.0,0.0,1.0,1.0,0.0,1.0,0.8,0.8,0.8,0.8,0.8,1.0,1.0,0.8,0.0,1.0,0.2,0.8,0.6,1.0,1.0,0.8,0.2,0.8,0.0,0.20293926307931542,0.1763247586786747,0.17145128967240453,0.17572199739515781,0.5776397213339806
39,1640607809048.jpg,1640607814519.jpg,1640607822079.jpg,1640607827319.jpg,1640607832530.jpg,3,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.2,0.0,0.4,0.2,0.0,1.0,0.8,0.2,0.0,1.0,0.0,0.6,0.2,0.8,1.0,0.8,0.0,0.8,0.4,0.4,1.0,1.0,0.6,0.6,0.8,0.8,0.6,1.0,0.0,0.6,0.4,1.0,1.0,1.0,0.6,1.0,0.2,1.0040338141843677,0.8827404803596437,0.8331014774739742,0.8484223582781851,1.7218712642788887
